Category;Folder;Audio;Video;Arousal_V_Aligned;Arousal_A_Aligned;Arousal_AV_Aligned;Valence_A_Aligned;Valence_V_Aligned;Valence_AV_Aligned;Translated_Text
C2;SSL_C2_S048_P095_VC1_003010_003647;SEWA/SEWAv02/SSL_C2_S048_P095_VC1_003010_003647/SSL_C2_S048_VC1_003010_003647.wav;SSL_C2_S048_P095_VC1_003010_003647.avi;SSL_C2_S048_P095_VC1_003010_003647_Arousal_V_Aligned.csv;SSL_C2_S048_P095_VC1_003010_003647_Arousal_A_Aligned.csv;SSL_C2_S048_P095_VC1_003010_003647_Arousal_AV_Aligned.csv;SSL_C2_S048_P095_VC1_003010_003647_Valence_A_Aligned.csv;SSL_C2_S048_P095_VC1_003010_003647_Valence_V_Aligned.csv;SSL_C2_S048_P095_VC1_003010_003647_Valence_AV_Aligned.csv; Yes, but there were little kids in it, everyday, like a relay table. So it was all human-made. I didn't do anything, and it was human-made.
C2;SVL_C2_S050_P100_VC1_004223_004887;SEWA/SEWAv02/SVL_C2_S050_P100_VC1_004223_004887/SVL_C2_S050_VC1_004223_004887.wav;SVL_C2_S050_P100_VC1_004223_004887.avi;SVL_C2_S050_P100_VC1_004223_004887_Arousal_V_Aligned.csv;SVL_C2_S050_P100_VC1_004223_004887_Arousal_A_Aligned.csv;SVL_C2_S050_P100_VC1_004223_004887_Arousal_AV_Aligned.csv;SVL_C2_S050_P100_VC1_004223_004887_Valence_A_Aligned.csv;SVL_C2_S050_P100_VC1_004223_004887_Valence_V_Aligned.csv;SVL_C2_S050_P100_VC1_004223_004887_Valence_AV_Aligned.csv; Yeah. Yeah. Yeah. Yeah.
C4;SVH_C4_S095_P189_VC1_000601_000950;SEWA/SEWAv02/SVH_C4_S095_P189_VC1_000601_000950/SVH_C4_S095_VC1_000601_000950.wav;SVH_C4_S095_P189_VC1_000601_000950.avi;SVH_C4_S095_P189_VC1_000601_000950_Arousal_V_Aligned.csv;SVH_C4_S095_P189_VC1_000601_000950_Arousal_A_Aligned.csv;SVH_C4_S095_P189_VC1_000601_000950_Arousal_AV_Aligned.csv;SVH_C4_S095_P189_VC1_000601_000950_Valence_A_Aligned.csv;SVH_C4_S095_P189_VC1_000601_000950_Valence_V_Aligned.csv;SVH_C4_S095_P189_VC1_000601_000950_Valence_AV_Aligned.csv; The music was very apt for the advert. I thought it was very representative of family.
C4;SAH_C4_S120_P239_VC1_006551_007250;SEWA/SEWAv02/SAH_C4_S120_P239_VC1_006551_007250/SAH_C4_S120_VC1_006551_007250.wav;SAH_C4_S120_P239_VC1_006551_007250.avi;SAH_C4_S120_P239_VC1_006551_007250_Arousal_V_Aligned.csv;SAH_C4_S120_P239_VC1_006551_007250_Arousal_A_Aligned.csv;SAH_C4_S120_P239_VC1_006551_007250_Arousal_AV_Aligned.csv;SAH_C4_S120_P239_VC1_006551_007250_Valence_A_Aligned.csv;SAH_C4_S120_P239_VC1_006551_007250_Valence_V_Aligned.csv;SAH_C4_S120_P239_VC1_006551_007250_Valence_AV_Aligned.csv; shorter one um and i didn't i didn't like the opening with the meat like her like the the first like example of it was her like with mincemeat and i was like that's just not a very pleasant image
C5;SVH_C5_S139_P278_VC1_001901_002201;SEWA/SEWAv02/SVH_C5_S139_P278_VC1_001901_002201/SVH_C5_S139_VC1_001901_002201.wav;SVH_C5_S139_P278_VC1_001901_002201.avi;SVH_C5_S139_P278_VC1_001901_002201_Arousal_V_Aligned.csv;SVH_C5_S139_P278_VC1_001901_002201_Arousal_A_Aligned.csv;SVH_C5_S139_P278_VC1_001901_002201_Arousal_AV_Aligned.csv;SVH_C5_S139_P278_VC1_001901_002201_Valence_A_Aligned.csv;SVH_C5_S139_P278_VC1_001901_002201_Valence_V_Aligned.csv;SVH_C5_S139_P278_VC1_001901_002201_Valence_AV_Aligned.csv; seconds what is being done and then just repeating just
C3;SVL_C3_S064_P127_VC1_001291_001731;SEWA/SEWAv02/SVL_C3_S064_P127_VC1_001291_001731/SVL_C3_S064_VC1_001291_001731.wav;SVL_C3_S064_P127_VC1_001291_001731.avi;SVL_C3_S064_P127_VC1_001291_001731_Arousal_V_Aligned.csv;SVL_C3_S064_P127_VC1_001291_001731_Arousal_A_Aligned.csv;SVL_C3_S064_P127_VC1_001291_001731_Arousal_AV_Aligned.csv;SVL_C3_S064_P127_VC1_001291_001731_Valence_A_Aligned.csv;SVL_C3_S064_P127_VC1_001291_001731_Valence_V_Aligned.csv;SVL_C3_S064_P127_VC1_001291_001731_Valence_AV_Aligned.csv; but it was a bit long. I understood it quite quickly that you don't touch it with your fingers. So I didn't understand why we needed so many examples for it.
C1;SVL_C1_S014_P028_VC1_002595_004043;SEWA/SEWAv02/SVL_C1_S014_P028_VC1_002595_004043/SVL_C1_S014_VC1_002595_004043.wav;SVL_C1_S014_P028_VC1_002595_004043.avi;SVL_C1_S014_P028_VC1_002595_004043_Arousal_V_Aligned.csv;SVL_C1_S014_P028_VC1_002595_004043_Arousal_A_Aligned.csv;SVL_C1_S014_P028_VC1_002595_004043_Arousal_AV_Aligned.csv;SVL_C1_S014_P028_VC1_002595_004043_Valence_A_Aligned.csv;SVL_C1_S014_P028_VC1_002595_004043_Valence_V_Aligned.csv;SVL_C1_S014_P028_VC1_002595_004043_Valence_AV_Aligned.csv;I think commercials are very common. Because commercials express a lot of power. What can it use for? But it's repetitive in terms of functions. It doesn't have to be repeated so many times. Yes, too many different things. The first one you might think was okay, but then you get bored after that. Yeah, it's a bit too long, the tempo isn't fast enough. Yeah, it's a bit too long. The tempo is not fast enough. Yeah, it's too long. It can only be solved in 10-20 seconds.
C2;SSL_C2_S059_P118_VC1_001262_002521;SEWA/SEWAv02/SSL_C2_S059_P118_VC1_001262_002521/SSL_C2_S059_VC1_001262_002521.wav;SSL_C2_S059_P118_VC1_001262_002521.avi;SSL_C2_S059_P118_VC1_001262_002521_Arousal_V_Aligned.csv;SSL_C2_S059_P118_VC1_001262_002521_Arousal_A_Aligned.csv;SSL_C2_S059_P118_VC1_001262_002521_Arousal_AV_Aligned.csv;SSL_C2_S059_P118_VC1_001262_002521_Valence_A_Aligned.csv;SSL_C2_S059_P118_VC1_001262_002521_Valence_V_Aligned.csv;SSL_C2_S059_P118_VC1_001262_002521_Valence_AV_Aligned.csv; Yes, and you don't have to close it afterwards. It's just a habit. Yes, I immediately put the last one in, and then I close it. And then I close it. It's a very big advantage.
C6;SAH_C6_S182_P363_VC1_008007_008745;SEWA/SEWAv02/SAH_C6_S182_P363_VC1_008007_008745/SAH_C6_S182_VC1_008007_008745.wav;SAH_C6_S182_P363_VC1_008007_008745.avi;SAH_C6_S182_P363_VC1_008007_008745_Arousal_V_Aligned.csv;SAH_C6_S182_P363_VC1_008007_008745_Arousal_A_Aligned.csv;SAH_C6_S182_P363_VC1_008007_008745_Arousal_AV_Aligned.csv;SAH_C6_S182_P363_VC1_008007_008745_Valence_A_Aligned.csv;SAH_C6_S182_P363_VC1_008007_008745_Valence_V_Aligned.csv;SAH_C6_S182_P363_VC1_008007_008745_Valence_AV_Aligned.csv; I'm glad we talked about the the
C5;SVL_C5_S145_P289_VC1_002851_003201;SEWA/SEWAv02/SVL_C5_S145_P289_VC1_002851_003201/SVL_C5_S145_VC1_002851_003201.wav;SVL_C5_S145_P289_VC1_002851_003201.avi;SVL_C5_S145_P289_VC1_002851_003201_Arousal_V_Aligned.csv;SVL_C5_S145_P289_VC1_002851_003201_Arousal_A_Aligned.csv;SVL_C5_S145_P289_VC1_002851_003201_Arousal_AV_Aligned.csv;SVL_C5_S145_P289_VC1_002851_003201_Valence_A_Aligned.csv;SVL_C5_S145_P289_VC1_002851_003201_Valence_V_Aligned.csv;SVL_C5_S145_P289_VC1_002851_003201_Valence_AV_Aligned.csv; I don't know.
C6;SAH_C6_S187_P374_VC1_003581_004166;SEWA/SEWAv02/SAH_C6_S187_P374_VC1_003581_004166/SAH_C6_S187_VC1_003581_004166.wav;SAH_C6_S187_P374_VC1_003581_004166.avi;SAH_C6_S187_P374_VC1_003581_004166_Arousal_V_Aligned.csv;SAH_C6_S187_P374_VC1_003581_004166_Arousal_A_Aligned.csv;SAH_C6_S187_P374_VC1_003581_004166_Arousal_AV_Aligned.csv;SAH_C6_S187_P374_VC1_003581_004166_Valence_A_Aligned.csv;SAH_C6_S187_P374_VC1_003581_004166_Valence_V_Aligned.csv;SAH_C6_S187_P374_VC1_003581_004166_Valence_AV_Aligned.csv; I don't know. I think we should do it in Greek. In Greek. In Greek. In Greek. In Greek. I think we should just do it in Greek.
C2;SVL_C2_S050_P099_VC1_003700_004484;SEWA/SEWAv02/SVL_C2_S050_P099_VC1_003700_004484/SVL_C2_S050_VC1_003700_004484.wav;SVL_C2_S050_P099_VC1_003700_004484.avi;SVL_C2_S050_P099_VC1_003700_004484_Arousal_V_Aligned.csv;SVL_C2_S050_P099_VC1_003700_004484_Arousal_A_Aligned.csv;SVL_C2_S050_P099_VC1_003700_004484_Arousal_AV_Aligned.csv;SVL_C2_S050_P099_VC1_003700_004484_Valence_A_Aligned.csv;SVL_C2_S050_P099_VC1_003700_004484_Valence_V_Aligned.csv;SVL_C2_S050_P099_VC1_003700_004484_Valence_AV_Aligned.csv; Yes, we mix the yeast with the flour. I think it's not very lucky in an advertisement that they start mixing the yeast with the flour. Yes. Yes, and you, Tegi? as it go. Yeah. Yeah. I'm not going to take these on
C6;SVL_C6_S189_P378_VC1_000227_001651;SEWA/SEWAv02/SVL_C6_S189_P378_VC1_000227_001651/SVL_C6_S189_VC1_000227_001651.wav;SVL_C6_S189_P378_VC1_000227_001651.avi;SVL_C6_S189_P378_VC1_000227_001651_Arousal_V_Aligned.csv;SVL_C6_S189_P378_VC1_000227_001651_Arousal_A_Aligned.csv;SVL_C6_S189_P378_VC1_000227_001651_Arousal_AV_Aligned.csv;SVL_C6_S189_P378_VC1_000227_001651_Valence_A_Aligned.csv;SVL_C6_S189_P378_VC1_000227_001651_Valence_V_Aligned.csv;SVL_C6_S189_P378_VC1_000227_001651_Valence_AV_Aligned.csv; Come on. Come on. Do you hear me? Yes. So, how did you like the last one? The last one? Yes. I liked it. What about you? Me too, because it presented the product exactly as I wanted it to be. It has great music, it showed the conditions and covered a large area. Thank you.
C3;SSD_C3_S085_P170_VC1_004931_005601;SEWA/SEWAv02/SSD_C3_S085_P170_VC1_004931_005601/SSD_C3_S085_VC1_004931_005601.wav;SSD_C3_S085_P170_VC1_004931_005601.avi;SSD_C3_S085_P170_VC1_004931_005601_Arousal_V_Aligned.csv;SSD_C3_S085_P170_VC1_004931_005601_Arousal_A_Aligned.csv;SSD_C3_S085_P170_VC1_004931_005601_Arousal_AV_Aligned.csv;SSD_C3_S085_P170_VC1_004931_005601_Valence_A_Aligned.csv;SSD_C3_S085_P170_VC1_004931_005601_Valence_V_Aligned.csv;SSD_C3_S085_P170_VC1_004931_005601_Valence_AV_Aligned.csv; I also found the message a bit repetitive. At first you think, oh great, that's practical, but then you lose.
C5;SAH_C5_S163_P325_VC1_002001_002301;SEWA/SEWAv02/SAH_C5_S163_P325_VC1_002001_002301/SAH_C5_S163_VC1_002001_002301.wav;SAH_C5_S163_P325_VC1_002001_002301.avi;SAH_C5_S163_P325_VC1_002001_002301_Arousal_V_Aligned.csv;SAH_C5_S163_P325_VC1_002001_002301_Arousal_A_Aligned.csv;SAH_C5_S163_P325_VC1_002001_002301_Arousal_AV_Aligned.csv;SAH_C5_S163_P325_VC1_002001_002301_Valence_A_Aligned.csv;SAH_C5_S163_P325_VC1_002001_002301_Valence_V_Aligned.csv;SAH_C5_S163_P325_VC1_002001_002301_Valence_AV_Aligned.csv; I wish I would.
C3;SVH_C3_S091_P181_VC1_002701_003251;SEWA/SEWAv02/SVH_C3_S091_P181_VC1_002701_003251/SVH_C3_S091_VC1_002701_003251.wav;SVH_C3_S091_P181_VC1_002701_003251.avi;SVH_C3_S091_P181_VC1_002701_003251_Arousal_V_Aligned.csv;SVH_C3_S091_P181_VC1_002701_003251_Arousal_A_Aligned.csv;SVH_C3_S091_P181_VC1_002701_003251_Arousal_AV_Aligned.csv;SVH_C3_S091_P181_VC1_002701_003251_Valence_A_Aligned.csv;SVH_C3_S091_P181_VC1_002701_003251_Valence_V_Aligned.csv;SVH_C3_S091_P181_VC1_002701_003251_Valence_AV_Aligned.csv; And you've always been waiting for someone to just touch this tap with their dirty hands, but unfortunately it wasn't.
C2;SSD_C2_S033_P066_VC1_002292_002717;SEWA/SEWAv02/SSD_C2_S033_P066_VC1_002292_002717/SSD_C2_S033_VC1_002292_002717.wav;SSD_C2_S033_P066_VC1_002292_002717.avi;SSD_C2_S033_P066_VC1_002292_002717_Arousal_V_Aligned.csv;SSD_C2_S033_P066_VC1_002292_002717_Arousal_A_Aligned.csv;SSD_C2_S033_P066_VC1_002292_002717_Arousal_AV_Aligned.csv;SSD_C2_S033_P066_VC1_002292_002717_Valence_A_Aligned.csv;SSD_C2_S033_P066_VC1_002292_002717_Valence_V_Aligned.csv;SSD_C2_S033_P066_VC1_002292_002717_Valence_AV_Aligned.csv; They were dragged away, because you could cut off what they were talking about in the first two. So it was too much.
C1;SSD_C1_S027_P053_VC1_002401_003901;SEWA/SEWAv02/SSD_C1_S027_P053_VC1_002401_003901/SSD_C1_S027_VC1_002401_003901.wav;SSD_C1_S027_P053_VC1_002401_003901.avi;SSD_C1_S027_P053_VC1_002401_003901_Arousal_V_Aligned.csv;SSD_C1_S027_P053_VC1_002401_003901_Arousal_A_Aligned.csv;SSD_C1_S027_P053_VC1_002401_003901_Arousal_AV_Aligned.csv;SSD_C1_S027_P053_VC1_002401_003901_Valence_A_Aligned.csv;SSD_C1_S027_P053_VC1_002401_003901_Valence_V_Aligned.csv;SSD_C1_S027_P053_VC1_002401_003901_Valence_AV_Aligned.csv; she kept saying that she could only touch the spot with her right hand. But now she only has this one thing. So I think it's a little boring to watch it later.
C1;SAL_C1_S012_P024_VC1_006001_008775;SEWA/SEWAv02/SAL_C1_S012_P024_VC1_006001_008775/SAL_C1_S012_VC1_006001_008775.wav;SAL_C1_S012_P024_VC1_006001_008775.avi;SAL_C1_S012_P024_VC1_006001_008775_Arousal_V_Aligned.csv;SAL_C1_S012_P024_VC1_006001_008775_Arousal_A_Aligned.csv;SAL_C1_S012_P024_VC1_006001_008775_Arousal_AV_Aligned.csv;SAL_C1_S012_P024_VC1_006001_008775_Valence_A_Aligned.csv;SAL_C1_S012_P024_VC1_006001_008775_Valence_V_Aligned.csv;SAL_C1_S012_P024_VC1_006001_008775_Valence_AV_Aligned.csv;ZHOU ZHOU Oh, it's not there. I don't have any ideas. The last step, the hand touch, can be used to operate a lot of functions. This is one example. Yes. There should be a lot of functions on it . There should be a lot of functions on it, but most of the time it is used to control the flow. Now there should be a lot of details, but it is a part of showing this song and dance for us.
C3;SSD_C3_S087_P173_VC1_002141_002821;SEWA/SEWAv02/SSD_C3_S087_P173_VC1_002141_002821/SSD_C3_S087_VC1_002141_002821.wav;SSD_C3_S087_P173_VC1_002141_002821.avi;SSD_C3_S087_P173_VC1_002141_002821_Arousal_V_Aligned.csv;SSD_C3_S087_P173_VC1_002141_002821_Arousal_A_Aligned.csv;SSD_C3_S087_P173_VC1_002141_002821_Arousal_AV_Aligned.csv;SSD_C3_S087_P173_VC1_002141_002821_Valence_A_Aligned.csv;SSD_C3_S087_P173_VC1_002141_002821_Valence_V_Aligned.csv;SSD_C3_S087_P173_VC1_002141_002821_Valence_AV_Aligned.csv; But because of this ending, this repetition, always with this disgusting smear beforehand, you somehow have negative ... So I found it negative that you always saw something so ugly, that people touched it, so that you finally understand
C5;SAH_C5_S132_P264_VC1_004001_004501;SEWA/SEWAv02/SAH_C5_S132_P264_VC1_004001_004501/SAH_C5_S132_VC1_004001_004501.wav;SAH_C5_S132_P264_VC1_004001_004501.avi;SAH_C5_S132_P264_VC1_004001_004501_Arousal_V_Aligned.csv;SAH_C5_S132_P264_VC1_004001_004501_Arousal_A_Aligned.csv;SAH_C5_S132_P264_VC1_004001_004501_Arousal_AV_Aligned.csv;SAH_C5_S132_P264_VC1_004001_004501_Valence_A_Aligned.csv;SAH_C5_S132_P264_VC1_004001_004501_Valence_V_Aligned.csv;SAH_C5_S132_P264_VC1_004001_004501_Valence_AV_Aligned.csv; I don't know. You spend electricity and water at the same time. I'm sorry. Well, okay.
C3;SSL_C3_S080_P159_VC1_002321_002621;SEWA/SEWAv02/SSL_C3_S080_P159_VC1_002321_002621/SSL_C3_S080_VC1_002321_002621.wav;SSL_C3_S080_P159_VC1_002321_002621.avi;SSL_C3_S080_P159_VC1_002321_002621_Arousal_V_Aligned.csv;SSL_C3_S080_P159_VC1_002321_002621_Arousal_A_Aligned.csv;SSL_C3_S080_P159_VC1_002321_002621_Arousal_AV_Aligned.csv;SSL_C3_S080_P159_VC1_002321_002621_Valence_A_Aligned.csv;SSL_C3_S080_P159_VC1_002321_002621_Valence_V_Aligned.csv;SSL_C3_S080_P159_VC1_002321_002621_Valence_AV_Aligned.csv; Yes, no, no, but I think they did the advertising quite well for the product.
C1;SAH_C1_S008_P016_VC1_005601_006984;SEWA/SEWAv02/SAH_C1_S008_P016_VC1_005601_006984/SAH_C1_S008_VC1_005601_006984.wav;SAH_C1_S008_P016_VC1_005601_006984.avi;SAH_C1_S008_P016_VC1_005601_006984_Arousal_V_Aligned.csv;SAH_C1_S008_P016_VC1_005601_006984_Arousal_A_Aligned.csv;SAH_C1_S008_P016_VC1_005601_006984_Arousal_AV_Aligned.csv;SAH_C1_S008_P016_VC1_005601_006984_Valence_A_Aligned.csv;SAH_C1_S008_P016_VC1_005601_006984_Valence_V_Aligned.csv;SAH_C1_S008_P016_VC1_005601_006984_Valence_AV_Aligned.csv;I like products that are good. Agreed. For ads, I like the part where it's relatively straightforward. It immediately shows the selling point. And, no, but a little more polish would have made the ad more interesting. OK, agreed. All right.
C6;SSD_C6_S177_P354_VC1_001212_003141;SEWA/SEWAv02/SSD_C6_S177_P354_VC1_001212_003141/SSD_C6_S177_VC1_001212_003141.wav;SSD_C6_S177_P354_VC1_001212_003141.avi;SSD_C6_S177_P354_VC1_001212_003141_Arousal_V_Aligned.csv;SSD_C6_S177_P354_VC1_001212_003141_Arousal_A_Aligned.csv;SSD_C6_S177_P354_VC1_001212_003141_Arousal_AV_Aligned.csv;SSD_C6_S177_P354_VC1_001212_003141_Valence_A_Aligned.csv;SSD_C6_S177_P354_VC1_001212_003141_Valence_V_Aligned.csv;SSD_C6_S177_P354_VC1_001212_003141_Valence_AV_Aligned.csv; I have seen that the artist has combined everyday activities with the very epic music from behind, but after a while it was a bit heavy that it was so much that it was so much that it was so much. Yes, but it's a nice voice, huh? Yes, it is? Very practical. Yes, but you had understood what the truth is and what the advertisement wants to discrimination from the first moment. Obviously, since she shows her racism, we can't hear anything.
C6;SVH_C6_S169_P338_VC1_000002_000855;SEWA/SEWAv02/SVH_C6_S169_P338_VC1_000002_000855/SVH_C6_S169_VC1_000002_000855.wav;SVH_C6_S169_P338_VC1_000002_000855.avi;SVH_C6_S169_P338_VC1_000002_000855_Arousal_V_Aligned.csv;SVH_C6_S169_P338_VC1_000002_000855_Arousal_A_Aligned.csv;SVH_C6_S169_P338_VC1_000002_000855_Arousal_AV_Aligned.csv;SVH_C6_S169_P338_VC1_000002_000855_Valence_A_Aligned.csv;SVH_C6_S169_P338_VC1_000002_000855_Valence_V_Aligned.csv;SVH_C6_S169_P338_VC1_000002_000855_Valence_AV_Aligned.csv; Oh! Oh! What are you doing? How are you? How are you? Are you writing on it? What is written on it? A pen Did you write it on the paper? I did. Please, talk to your partner
C3;SSD_C3_S092_P183_VC1_003651_004631;SEWA/SEWAv02/SSD_C3_S092_P183_VC1_003651_004631/SSD_C3_S092_VC1_003651_004631.wav;SSD_C3_S092_P183_VC1_003651_004631.avi;SSD_C3_S092_P183_VC1_003651_004631_Arousal_V_Aligned.csv;SSD_C3_S092_P183_VC1_003651_004631_Arousal_A_Aligned.csv;SSD_C3_S092_P183_VC1_003651_004631_Arousal_AV_Aligned.csv;SSD_C3_S092_P183_VC1_003651_004631_Valence_A_Aligned.csv;SSD_C3_S092_P183_VC1_003651_004631_Valence_V_Aligned.csv;SSD_C3_S092_P183_VC1_003651_004631_Valence_AV_Aligned.csv; You have the same message five times. I was a advertising manager in I can't do that, if we blow out the spot, we will lose the same.
C6;SAL_C6_S188_P375_VC1_004920_006091;SEWA/SEWAv02/SAL_C6_S188_P375_VC1_004920_006091/SAL_C6_S188_VC1_004920_006091.wav;SAL_C6_S188_P375_VC1_004920_006091.avi;SAL_C6_S188_P375_VC1_004920_006091_Arousal_V_Aligned.csv;SAL_C6_S188_P375_VC1_004920_006091_Arousal_A_Aligned.csv;SAL_C6_S188_P375_VC1_004920_006091_Arousal_AV_Aligned.csv;SAL_C6_S188_P375_VC1_004920_006091_Valence_A_Aligned.csv;SAL_C6_S188_P375_VC1_004920_006091_Valence_V_Aligned.csv;SAL_C6_S188_P375_VC1_004920_006091_Valence_AV_Aligned.csv; Some people could have cut them, for example. They could have been smaller. It shows you that you can do a lot. Now, what is it that washes your hands, or you clean the dishes, or you have moustaches and you eat and you go to the bathroom, or anything, you know?
C3;SVH_C3_S081_P161_VC1_003521_004011;SEWA/SEWAv02/SVH_C3_S081_P161_VC1_003521_004011/SVH_C3_S081_VC1_003521_004011.wav;SVH_C3_S081_P161_VC1_003521_004011.avi;SVH_C3_S081_P161_VC1_003521_004011_Arousal_V_Aligned.csv;SVH_C3_S081_P161_VC1_003521_004011_Arousal_A_Aligned.csv;SVH_C3_S081_P161_VC1_003521_004011_Arousal_AV_Aligned.csv;SVH_C3_S081_P161_VC1_003521_004011_Valence_A_Aligned.csv;SVH_C3_S081_P161_VC1_003521_004011_Valence_V_Aligned.csv;SVH_C3_S081_P161_VC1_003521_004011_Valence_AV_Aligned.csv; And I thought it was like Inception, because it also has a Burger King burger. Or a burger, I thought it looked like a burger from Burger King or McDonald's or something.
C1;SSD_C1_S029_P058_VC1_000601_001201;SEWA/SEWAv02/SSD_C1_S029_P058_VC1_000601_001201/SSD_C1_S029_VC1_000601_001201.wav;SSD_C1_S029_P058_VC1_000601_001201.avi;SSD_C1_S029_P058_VC1_000601_001201_Arousal_V_Aligned.csv;SSD_C1_S029_P058_VC1_000601_001201_Arousal_A_Aligned.csv;SSD_C1_S029_P058_VC1_000601_001201_Arousal_AV_Aligned.csv;SSD_C1_S029_P058_VC1_000601_001201_Valence_A_Aligned.csv;SSD_C1_S029_P058_VC1_000601_001201_Valence_V_Aligned.csv;SSD_C1_S029_P058_VC1_000601_001201_Valence_AV_Aligned.csv; I'm so low in energy Yeah I think I'm the most energetic Yeah, I saw Liu Bing's blood and I was like, I can't do this anymore, I'm going to die
C3;SAH_C3_S082_P164_VC1_000521_001701;SEWA/SEWAv02/SAH_C3_S082_P164_VC1_000521_001701/SAH_C3_S082_VC1_000521_001701.wav;SAH_C3_S082_P164_VC1_000521_001701.avi;SAH_C3_S082_P164_VC1_000521_001701_Arousal_V_Aligned.csv;SAH_C3_S082_P164_VC1_000521_001701_Arousal_A_Aligned.csv;SAH_C3_S082_P164_VC1_000521_001701_Arousal_AV_Aligned.csv;SAH_C3_S082_P164_VC1_000521_001701_Valence_A_Aligned.csv;SAH_C3_S082_P164_VC1_000521_001701_Valence_V_Aligned.csv;SAH_C3_S082_P164_VC1_000521_001701_Valence_AV_Aligned.csv; I have to say, you can also exaggerate it by showing what you can wash away. I'm not a housewife now, so I don't know. That's pretty cool, but I mean, at our university there's also a water tap that I don't understand.
C1;SVH_C1_S017_P033_VC1_004001_004801;SEWA/SEWAv02/SVH_C1_S017_P033_VC1_004001_004801/SVH_C1_S017_VC1_004001_004801.wav;SVH_C1_S017_P033_VC1_004001_004801.avi;SVH_C1_S017_P033_VC1_004001_004801_Arousal_V_Aligned.csv;SVH_C1_S017_P033_VC1_004001_004801_Arousal_A_Aligned.csv;SVH_C1_S017_P033_VC1_004001_004801_Arousal_AV_Aligned.csv;SVH_C1_S017_P033_VC1_004001_004801_Valence_A_Aligned.csv;SVH_C1_S017_P033_VC1_004001_004801_Valence_V_Aligned.csv;SVH_C1_S017_P033_VC1_004001_004801_Valence_AV_Aligned.csv;That's a good thing. Yeah, your house is a good thing. Really? Can we discuss this? In theory, no. Okay, I'll ask for it. Okay, then I ask that the card be removed.
C2;SSD_C2_S038_P075_VC1_004130_004815;SEWA/SEWAv02/SSD_C2_S038_P075_VC1_004130_004815/SSD_C2_S038_VC1_004130_004815.wav;SSD_C2_S038_P075_VC1_004130_004815.avi;SSD_C2_S038_P075_VC1_004130_004815_Arousal_V_Aligned.csv;SSD_C2_S038_P075_VC1_004130_004815_Arousal_A_Aligned.csv;SSD_C2_S038_P075_VC1_004130_004815_Arousal_AV_Aligned.csv;SSD_C2_S038_P075_VC1_004130_004815_Valence_A_Aligned.csv;SSD_C2_S038_P075_VC1_004130_004815_Valence_V_Aligned.csv;SSD_C2_S038_P075_VC1_004130_004815_Valence_AV_Aligned.csv; I have a small question. You don't wash your paint in the kitchen, because there is a washing machine there, which works really well. And if you are not so shy with your hair, you can see the normal,
C2;SSL_C2_S035_P070_VC1_002850_003342;SEWA/SEWAv02/SSL_C2_S035_P070_VC1_002850_003342/SSL_C2_S035_VC1_002850_003342.wav;SSL_C2_S035_P070_VC1_002850_003342.avi;SSL_C2_S035_P070_VC1_002850_003342_Arousal_V_Aligned.csv;SSL_C2_S035_P070_VC1_002850_003342_Arousal_A_Aligned.csv;SSL_C2_S035_P070_VC1_002850_003342_Arousal_AV_Aligned.csv;SSL_C2_S035_P070_VC1_002850_003342_Valence_A_Aligned.csv;SSL_C2_S035_P070_VC1_002850_003342_Valence_V_Aligned.csv;SSL_C2_S035_P070_VC1_002850_003342_Valence_AV_Aligned.csv; I liked the beginning when he started to turn the meat, the fat meat, and it was a surprise.
C2;SSL_C2_S057_P114_VC1_001870_002736;SEWA/SEWAv02/SSL_C2_S057_P114_VC1_001870_002736/SSL_C2_S057_VC1_001870_002736.wav;SSL_C2_S057_P114_VC1_001870_002736.avi;SSL_C2_S057_P114_VC1_001870_002736_Arousal_V_Aligned.csv;SSL_C2_S057_P114_VC1_001870_002736_Arousal_A_Aligned.csv;SSL_C2_S057_P114_VC1_001870_002736_Arousal_AV_Aligned.csv;SSL_C2_S057_P114_VC1_001870_002736_Valence_A_Aligned.csv;SSL_C2_S057_P114_VC1_001870_002736_Valence_V_Aligned.csv;SSL_C2_S057_P114_VC1_001870_002736_Valence_AV_Aligned.csv; Well, it's comfortable, you don't need to touch anything, you just hold it here and it's done. Oh, I see. It was a good, good coffee thing, I think. Yeah. Modern, modern, modern in the modern world, just modern. I think so. Aha. Modern. Modern. Modern in the modern world. Yes, yes, yes. Radvára.
C3;SVL_C3_S070_P140_VC1_002001_002531;SEWA/SEWAv02/SVL_C3_S070_P140_VC1_002001_002531/SVL_C3_S070_VC1_002001_002531.wav;SVL_C3_S070_P140_VC1_002001_002531.avi;SVL_C3_S070_P140_VC1_002001_002531_Arousal_V_Aligned.csv;SVL_C3_S070_P140_VC1_002001_002531_Arousal_A_Aligned.csv;SVL_C3_S070_P140_VC1_002001_002531_Arousal_AV_Aligned.csv;SVL_C3_S070_P140_VC1_002001_002531_Valence_A_Aligned.csv;SVL_C3_S070_P140_VC1_002001_002531_Valence_V_Aligned.csv;SVL_C3_S070_P140_VC1_002001_002531_Valence_AV_Aligned.csv; I have to say, the product itself is already cool, but somehow it was not so in the foreground. Or the idea was simply in the foreground because it is something new. But it's cool, but it doesn't help much.
